Accession	Description	Plasmid	Length	Organism	Species	Genus	Family	Order	Class	Phylum	Domain	Collection_date	Geo_location	Isolation_source	Note
NZ_CP070417.1	"Klebsiella pneumoniae strain B1347 plasmid p2B1247, complete sequence"	p2B1247	10405	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2021	12.9165 N 79.1325 E	blood	NA
NZ_CP070418.1	"Klebsiella pneumoniae strain B1347 plasmid p3B1247, complete sequence"	p3B1247	6141	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2021	12.9165 N 79.1325 E	blood	NA
NZ_CP070419.1	"Klebsiella pneumoniae strain B1347 plasmid p4B1247, complete sequence"	p4B1247	3998	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2021	12.9165 N 79.1325 E	blood	NA
NZ_MT901553.1	"Klebsiella pneumoniae strain B14 plasmid pB14NDM-7, complete sequence"	pB14NDM-7	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA
NZ_CP084169.1	"Klebsiella pneumoniae strain B17602 plasmid p1B17602, complete sequence"	p1B17602	137142	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2015	12.9246 N 79.1348 E	blood	NA
NZ_CP084170.1	"Klebsiella pneumoniae strain B17602 plasmid p2B17602, complete sequence"	p2B17602	120126	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2015	12.9246 N 79.1348 E	blood	NA
NZ_CP084171.1	"Klebsiella pneumoniae strain B17602 plasmid p3B17602, complete sequence"	p3B17602	3553	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2015	12.9246 N 79.1348 E	blood	NA
NZ_CP070450.1	"Klebsiella pneumoniae strain B18064 plasmid p1B18064, complete sequence"	p1B18064	127805	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2015	12.9165 N 79.1325 E	blood	NA
NZ_CP070451.1	"Klebsiella pneumoniae strain B18064 plasmid p2B18064, complete sequence"	p2B18064	10405	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2015	12.9165 N 79.1325 E	blood	NA
NZ_CP070452.1	"Klebsiella pneumoniae strain B18064 plasmid p3B18064, complete sequence"	p3B18064	6141	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2015	12.9165 N 79.1325 E	blood	NA
NZ_CP070453.1	"Klebsiella pneumoniae strain B18064 plasmid p4B18064, complete sequence"	p4B18064	4863	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2015	12.9165 N 79.1325 E	blood	NA
NZ_KX458222.1	"Klebsiella pneumoniae strain B2 plasmid pB2-1, complete sequence"	pB2-1	172152	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA
NZ_CP070460.1	"Klebsiella pneumoniae strain B28484 plasmid p1B28484, complete sequence"	p1B28484	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA
NZ_CP070461.1	"Klebsiella pneumoniae strain B28484 plasmid p2B28484, complete sequence"	p2B28484	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA
NZ_CP070462.1	"Klebsiella pneumoniae strain B28484 plasmid p3B28484, complete sequence"	p3B28484	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA
NZ_CP070463.1	"Klebsiella pneumoniae strain B28484 plasmid p4B28484, complete sequence"	p4B28484	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA
NZ_CP070465.1	"Klebsiella pneumoniae strain B28906 plasmid p1B28906, complete sequence"	p1B28906	137142	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	12.9165 N 79.1325 E	blood	NA
NZ_CP070466.1	"Klebsiella pneumoniae strain B28906 plasmid p2B28906, complete sequence"	p2B28906	3553	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	12.9165 N 79.1325 E	blood	NA
NZ_MK330869.1	"Klebsiella pneumoniae strain B29 plasmid pB29, complete sequence"	pB29	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA
NZ_CP074581.1	"Klebsiella pneumoniae strain B30155 plasmid p1B30155, complete sequence"	p1B30155	137142	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	12.9246 N 79.1348 E	blood	NA
NZ_CP074582.1	"Klebsiella pneumoniae strain B30155 plasmid p2B30155, complete sequence"	p2B30155	120240	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	12.9246 N 79.1348 E	blood	NA
NZ_CP074583.1	"Klebsiella pneumoniae strain B30155 plasmid p3B30155, complete sequence"	p3B30155	3553	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	12.9246 N 79.1348 E	blood	NA
NZ_CP072414.1	"Klebsiella pneumoniae strain B32278 plasmid p1B32278, complete sequence"	p1B32278	127805	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	12.9246 N 79.1348 E	blood	NA
NZ_CP072415.1	"Klebsiella pneumoniae strain B32278 plasmid p2B32278, complete sequence"	p2B32278	10275	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	12.9246 N 79.1348 E	blood	NA
NZ_CP072416.1	"Klebsiella pneumoniae strain B32278 plasmid p3B32278, complete sequence"	p3B32278	6141	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	12.9246 N 79.1348 E	blood	NA
NZ_CP072417.1	"Klebsiella pneumoniae strain B32278 plasmid p4B32278, complete sequence"	p4B32278	3998	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	12.9246 N 79.1348 E	blood	NA
NZ_CP072418.1	"Klebsiella pneumoniae strain B32278 plasmid p5B32278, complete sequence"	p5B32278	3724	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	12.9246 N 79.1348 E	blood	NA
NZ_CP072419.1	"Klebsiella pneumoniae strain B32278 plasmid p6B32278, complete sequence"	p6B32278	3149	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	12.9246 N 79.1348 E	blood	NA
NZ_CP072420.1	"Klebsiella pneumoniae strain B32278 plasmid p7B32278, complete sequence"	p7B32278	2731	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	12.9246 N 79.1348 E	blood	NA
NZ_CP072421.1	"Klebsiella pneumoniae strain B32278 plasmid p8B32278, complete sequence"	p8B32278	1999	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	12.9246 N 79.1348 E	blood	NA
NZ_CP072423.1	"Klebsiella pneumoniae strain B33769 plasmid p1B33769, complete sequence"	p1B33769	137142	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	12.9246 N 79.1348 E	blood	NA
NZ_CP072424.1	"Klebsiella pneumoniae strain B33769 plasmid p2B33769, complete sequence"	p2B33769	3553	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	12.9246 N 79.1348 E	blood	NA
NZ_CP070426.1	"Klebsiella pneumoniae strain B3824 plasmid p1B3824, complete sequence"	p1B3824	127805	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2015	12.9165 N 79.1325 E	blood	NA
NZ_CP070427.1	"Klebsiella pneumoniae strain B3824 plasmid p2B3824, complete sequence"	p2B3824	10405	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2015	12.9165 N 79.1325 E	blood	NA
NZ_CP070428.1	"Klebsiella pneumoniae strain B3824 plasmid p3B3824, complete sequence"	p3B3824	6141	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2015	12.9165 N 79.1325 E	blood	NA
NZ_CP070429.1	"Klebsiella pneumoniae strain B3824 plasmid p4B3824, complete sequence"	p4B3824	4863	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2015	12.9165 N 79.1325 E	blood	NA
NZ_CP070431.1	"Klebsiella pneumoniae strain B3923 plasmid p1B3923, complete sequence"	p1B3923	127805	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2015	12.9165 N 79.1325 E	blood	NA
NZ_CP070432.1	"Klebsiella pneumoniae strain B3923 plasmid p2B3923, complete sequence"	p2B3923	10405	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2015	12.9165 N 79.1325 E	blood	NA
NZ_CP070433.1	"Klebsiella pneumoniae strain B3923 plasmid p3B3923, complete sequence"	p3B3923	6141	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2015	12.9165 N 79.1325 E	blood	NA
NZ_CP070434.1	"Klebsiella pneumoniae strain B3923 plasmid p4B3923, complete sequence"	p4B3923	3998	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2015	12.9165 N 79.1325 E	blood	NA
NZ_CP072409.1	"Klebsiella pneumoniae strain B4650 plasmid p1B4650, complete sequence"	p1B4650	127805	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2015	12.9246 N 79.1348 E	blood	NA
NZ_CP072410.1	"Klebsiella pneumoniae strain B4650 plasmid p2B4650, complete sequence"	p2B4650	10405	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2015	12.9246 N 79.1348 E	blood	NA
NZ_CP072411.1	"Klebsiella pneumoniae strain B4650 plasmid p3B4650, complete sequence"	p3B4650	6141	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2015	12.9246 N 79.1348 E	blood	NA
NZ_CP072412.1	"Klebsiella pneumoniae strain B4650 plasmid p4B4650, complete sequence"	p4B4650	4863	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2015	12.9246 N 79.1348 E	blood	NA
NZ_CP070436.1	"Klebsiella pneumoniae strain B5617 plasmid p1B5617, complete sequence"	p1B5617	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA
NZ_CP070437.1	"Klebsiella pneumoniae strain B5617 plasmid p2B5617, complete sequence"	p2B5617	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA
NZ_CP070438.1	"Klebsiella pneumoniae strain B5617 plasmid p3B5617, complete sequence"	p3B5617	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA
NZ_CP070439.1	"Klebsiella pneumoniae strain B5617 plasmid p4B5617, complete sequence"	p4B5617	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA
NZ_CP070411.1	"Klebsiella pneumoniae strain B960 plasmid p1B960, complete sequence"	p1B960	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA
NZ_CP070412.1	"Klebsiella pneumoniae strain B960 plasmid p2B960, complete sequence"	p2B960	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA
NZ_CP070413.1	"Klebsiella pneumoniae strain B960 plasmid p3B960, complete sequence"	p3B960	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA
NZ_CP070414.1	"Klebsiella pneumoniae strain B960 plasmid p4B960, complete sequence"	p4B960	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA
NZ_CP053769.1	"Klebsiella pneumoniae strain BA10835 plasmid pColRNAI, complete sequence"	pColRNAI	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA
NZ_CP053767.1	"Klebsiella pneumoniae strain BA10835 plasmid pIncFIBK, complete sequence"	pIncFIBK	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA
NZ_CP053768.1	"Klebsiella pneumoniae strain BA10835 plasmid pIncFII, complete sequence"	pIncFII	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA
NZ_CP053770.1	"Klebsiella pneumoniae strain BA10835 plasmid punnamed_VBA10835, complete sequence"	punnamed_VBA10835	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA
NZ_CP053766.1	"Klebsiella pneumoniae strain BA10835 plasmid pvirulence_VBA10835, complete sequence"	pvirulence_VBA10835	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA
NZ_CP054172.1	"Klebsiella pneumoniae strain BA12818 plasmid pIncFIBpQil, complete sequence"	pIncFIBpQil	32976	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2019	12.9246 N 79.1348 E	blood	NA
NZ_CP054171.1	"Klebsiella pneumoniae strain BA12818 plasmid pIncFII, complete sequence"	pIncFII	92972	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2019	12.9246 N 79.1348 E	blood	NA
NZ_CP036188.1	"Klebsiella pneumoniae strain BA1559 plasmid pIncFIBK, complete sequence"	pIncFIBK	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA
NZ_CP060424.1	"Klebsiella pneumoniae strain BA2105 plasmid pIncFIA_HI1, complete sequence"	pIncFIA_HI1	60800	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2019	12.9246 N 79.1348 E	blood	NA
NZ_CP060425.1	"Klebsiella pneumoniae strain BA2105 plasmid pIncFIB_pQil, complete sequence"	pIncFIB_pQil	47630	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2019	12.9246 N 79.1348 E	blood	NA
NZ_CP060423.1	"Klebsiella pneumoniae strain BA2105 plasmid pIncR, complete sequence"	pIncR	74731	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2019	12.9246 N 79.1348 E	blood	NA
NZ_CP060422.1	"Klebsiella pneumoniae strain BA2105 plasmid pKOX, complete sequence"	pKOX	178010	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2019	12.9246 N 79.1348 E	blood	NA
NZ_CP053365.1	"Klebsiella pneumoniae strain BA2275 plasmid p1, complete sequence"	p1	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA
NZ_CP053366.1	"Klebsiella pneumoniae strain BA2275 plasmid p2, complete sequence"	p2	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA
NZ_CP036328.1	"Klebsiella pneumoniae strain BA28434 plasmid pIncFIBpQil, complete sequence"	pIncFIBpQil	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA
NZ_CP036192.1	"Klebsiella pneumoniae strain BA34918 plasmid pIncAC2, complete sequence"	pIncAC2	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA
NZ_CP036194.1	"Klebsiella pneumoniae strain BA34918 plasmid pIncFIB, complete sequence"	pIncFIB	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA
NZ_CP036193.1	"Klebsiella pneumoniae strain BA34918 plasmid pIncFIBpQil, complete sequence"	pIncFIBpQil	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA
NZ_CP036191.1	"Klebsiella pneumoniae strain BA34918 plasmid pvirulence_VBA34918, complete sequence"	pvirulence_VBA34918	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA
NZ_CP058944.1	"Klebsiella pneumoniae strain BA39649 plasmid p_unnamed_1_VBA39649, complete sequence"	p_unnamed_1_VBA39649	57223	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2019	12.9246 N 79.1348 E	blood	NA
NZ_CP058947.1	"Klebsiella pneumoniae strain BA39649 plasmid p_unnamed2_VBA39649, complete sequence"	p_unnamed2_VBA39649	7825	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2019	12.9246 N 79.1348 E	blood	NA
NZ_CP058946.1	"Klebsiella pneumoniae strain BA39649 plasmid pCol440II, complete sequence"	pCol440II	8917	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2019	12.9246 N 79.1348 E	blood	NA
NZ_CP058945.1	"Klebsiella pneumoniae strain BA39649 plasmid pColKP3_IncX3, complete sequence"	pColKP3_IncX3	50126	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2019	12.9246 N 79.1348 E	blood	NA
NZ_CP058943.1	"Klebsiella pneumoniae strain BA39649 plasmid pIncFIA_HI1_IncR, complete sequence"	pIncFIA_HI1_IncR	60771	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2019	12.9246 N 79.1348 E	blood	NA
NZ_CP058941.1	"Klebsiella pneumoniae strain BA39649 plasmid pIncFIBK_IncFIIK, complete sequence"	pIncFIBK_IncFIIK	208077	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2019	12.9246 N 79.1348 E	blood	NA
NZ_CP058942.1	"Klebsiella pneumoniae strain BA39649 plasmid pIncFII, complete sequence"	pIncFII	99664	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2019	12.9246 N 79.1348 E	blood	NA
NZ_MK412920.1	"Klebsiella pneumoniae strain BC-13-947 plasmid pBC947-OXA-181, complete sequence"	pBC947-OXA-181	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA
NZ_MK079570.1	"Klebsiella pneumoniae strain BC6-3 plasmid pHNBC6-3, complete sequence"	pHNBC6-3	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA
NZ_MK372386.1	"Klebsiella pneumoniae strain BC700 plasmid pBC700-NDM-1, complete sequence"	pBC700-NDM-1	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA
NZ_CP050835.1	"Klebsiella pneumoniae strain Bckp021 plasmid pBckp021-1, complete sequence"	pBckp021-1	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA
NZ_CP050836.1	"Klebsiella pneumoniae strain Bckp021 plasmid pBckp021-2, complete sequence"	pBckp021-2	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA
